Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Best Epoch,Best Accuracy
0,0.7193890184057229,0.5519713261648745,0.709,0.5161290322580645,0,0.709
1,0.6658069027794732,0.6021505376344086,0.753,0.5161290322580645,0,0.709
2,0.6597507758379837,0.6200716845878136,0.766,0.5161290322580645,0,0.709
3,0.6494783539071305,0.6164874551971327,0.711,0.4838709677419355,0,0.709
4,0.6350900639769852,0.6200716845878136,0.745,0.5161290322580645,0,0.709
5,0.6291354003772941,0.6487455197132617,0.817,0.5161290322580645,0,0.709
6,0.6421290095561721,0.6021505376344086,0.873,0.5161290322580645,0,0.709
7,0.6387997036766407,0.6093189964157706,0.753,0.6774193548387096,0,0.709
8,0.6217960907566932,0.6523297491039427,0.841,0.5161290322580645,0,0.709
9,0.6195017257471666,0.6272401433691757,0.788,0.5806451612903226,0,0.709
10,0.5997575594105601,0.6630824372759857,0.795,0.5806451612903226,0,0.709
11,0.5997316929174581,0.6523297491039427,0.872,0.5806451612903226,0,0.709
12,0.5997984883605793,0.6702508960573477,0.916,0.5161290322580645,0,0.709
13,0.6101130436184585,0.6272401433691757,0.918,0.5161290322580645,0,0.709
14,0.6041159448230565,0.6272401433691757,0.816,0.6129032258064516,0,0.709
15,0.5945581116556694,0.6702508960573477,0.881,0.5483870967741935,0,0.709
16,0.5881844981169615,0.6487455197132617,0.872,0.5483870967741935,0,0.709
17,0.577722635961348,0.6702508960573477,0.848,0.6129032258064516,0,0.709
18,0.5755270715255464,0.6630824372759857,0.902,0.5806451612903226,0,0.709
19,0.5650395926181561,0.6989247311827957,0.961,0.5483870967741935,0,0.709
20,0.5686692648891053,0.6881720430107527,0.991,0.5483870967741935,0,0.709
21,0.5905711616666514,0.6451612903225806,0.87,0.5483870967741935,0,0.709
22,0.5905117977904589,0.6451612903225806,0.838,0.5806451612903226,0,0.709
23,0.5903430873775141,0.6559139784946236,0.933,0.4838709677419355,0,0.709
24,0.5933825783832098,0.6487455197132617,0.946,0.5483870967741935,0,0.709
25,0.5835994552540523,0.6630824372759857,0.87,0.5806451612903226,0,0.709
26,0.577674925327301,0.6738351254480287,0.929,0.4838709677419355,0,0.709
27,0.576467217189864,0.6810035842293907,0.945,0.5483870967741935,0,0.709
28,0.5777902933218146,0.6738351254480287,0.908,0.5806451612903226,0,0.709
29,0.5635593586925111,0.6559139784946236,0.922,0.5806451612903226,0,0.709
30,0.5517690066368349,0.6810035842293907,0.891,0.6129032258064516,0,0.709
31,0.5451347043864616,0.6594982078853047,0.906,0.5806451612903226,0,0.709
32,0.5363470656683795,0.6774193548387096,0.963,0.5806451612903226,0,0.709
33,0.5332721557241187,0.6917562724014337,0.959,0.5483870967741935,0,0.709
34,0.5288373434842701,0.6989247311827957,1.092,0.5483870967741935,0,0.709
35,0.5350923189980155,0.6845878136200717,1.286,0.5483870967741935,0,0.709
36,0.5623056717670947,0.6594982078853047,0.913,0.5161290322580645,0,0.709
37,0.5523604591473884,0.6702508960573477,0.91,0.6129032258064516,0,0.709
38,0.5604722684643174,0.7132616487455197,0.95,0.6129032258064516,0,0.709
39,0.5461728292981356,0.7025089605734767,1.019,0.5806451612903226,0,0.709
40,0.5414581403510118,0.6845878136200717,0.839,0.5806451612903226,0,0.709
41,0.5281685445471049,0.7132616487455197,1.053,0.5483870967741935,0,0.709
42,0.5342929588637472,0.7025089605734767,1.056,0.5806451612903226,0,0.709
43,0.5530816297377309,0.6738351254480287,0.832,0.6129032258064516,0,0.709
44,0.5316384075790324,0.6666666666666666,0.899,0.5483870967741935,0,0.709
45,0.5105142378678886,0.7132616487455197,0.965,0.5483870967741935,0,0.709
46,0.5260682334609357,0.6953405017921147,0.88,0.5806451612903226,0,0.709
47,0.5207016611184698,0.6989247311827957,0.943,0.5806451612903226,0,0.709
48,0.5045565797222985,0.7025089605734767,0.915,0.5483870967741935,0,0.709
49,0.5017846693488432,0.7132616487455197,0.966,0.5483870967741935,0,0.709
50,0.49432853024492984,0.7132616487455197,1.013,0.5483870967741935,0,0.709
51,0.48847796049596587,0.7240143369175627,0.968,0.5161290322580645,0,0.709
52,0.4901677482230689,0.7132616487455197,1.037,0.5483870967741935,0,0.709
53,0.47972838457767253,0.7240143369175627,0.956,0.5483870967741935,0,0.709
54,0.4813257815803678,0.7204301075268817,1.104,0.5483870967741935,0,0.709
55,0.4793333577853377,0.7311827956989247,0.942,0.5483870967741935,0,0.709
56,0.4805015444114644,0.7240143369175627,1.07,0.5483870967741935,0,0.709
57,0.47637394626080776,0.7168458781362007,0.947,0.5483870967741935,0,0.709
