Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Epoch,Best Accuracy
0,0.6860394393359577,0.5651651651651651,0.689,0.5067750677506775,0,0.689
1,0.6808562268365969,0.5615615615615616,0.696,0.5691056910569106,0,0.689
2,0.6773002303398408,0.5720720720720721,0.729,0.5040650406504065,0,0.689
3,0.6637126065589286,0.5975975975975976,0.733,0.5149051490514905,0,0.689
4,0.6522330439484513,0.6225225225225225,0.697,0.5691056910569106,0,0.689
5,0.6480281637237595,0.6261261261261262,0.69,0.5691056910569106,0,0.689
6,0.6501182804952512,0.6243243243243243,0.69,0.5826558265582655,0,0.689
7,0.6365971575270186,0.6309309309309309,0.672,0.6097560975609756,7,0.672
8,0.6229204118430793,0.6525525525525525,0.7,0.5962059620596206,7,0.672
9,0.6166603316415895,0.6516516516516516,0.709,0.5826558265582655,7,0.672
10,0.6078206620774828,0.6666666666666666,0.705,0.5934959349593496,7,0.672
11,0.6044040582559488,0.6717717717717717,0.676,0.6097560975609756,7,0.672
12,0.6004375765631507,0.6774774774774774,0.716,0.6124661246612466,7,0.672
13,0.5938553691268326,0.6807807807807807,0.662,0.6395663956639567,13,0.662
14,0.5873008242419532,0.684984984984985,0.666,0.6368563685636857,13,0.662
15,0.562840630557086,0.7078078078078078,0.649,0.6747967479674797,15,0.649
16,0.5512095404100847,0.7198198198198198,0.766,0.5799457994579946,15,0.649
17,0.5607181684390918,0.7042042042042042,0.718,0.6205962059620597,15,0.649
18,0.5363801800631904,0.721921921921922,0.643,0.6775067750677507,18,0.643
19,0.5312789907684555,0.7297297297297297,0.6,0.7235772357723578,19,0.6
20,0.515931552809638,0.7408408408408408,0.626,0.7018970189701897,19,0.6
21,0.5138862026256842,0.7396396396396396,0.62,0.7100271002710027,19,0.6
22,0.5033731946000107,0.7522522522522522,0.619,0.7181571815718157,19,0.6
23,0.500880437677687,0.7546546546546546,0.621,0.7100271002710027,19,0.6
24,0.4957387339066457,0.7600600600600601,0.627,0.7154471544715447,19,0.6
25,0.4923800293658231,0.7633633633633634,0.621,0.7154471544715447,19,0.6
26,0.48801730985756037,0.7708708708708709,0.619,0.7100271002710027,19,0.6
27,0.4858431318769226,0.7639639639639639,0.62,0.7181571815718157,19,0.6
28,0.4820414339010422,0.7648648648648648,0.608,0.7344173441734417,19,0.6
29,0.4797418862133771,0.7660660660660661,0.611,0.7262872628726287,19,0.6
30,0.47826618404538784,0.766966966966967,0.61,0.7127371273712737,19,0.6
31,0.4759147769427514,0.76996996996997,0.613,0.7289972899728997,19,0.6
32,0.4729481515315202,0.7717717717717718,0.608,0.7425474254742548,19,0.6
33,0.4712053080444579,0.7705705705705705,0.615,0.7262872628726287,19,0.6
34,0.4662634514294587,0.7735735735735736,0.598,0.7452574525745257,34,0.598
35,0.46904340277205,0.7687687687687688,0.62,0.7127371273712737,34,0.598
36,0.48155812773708107,0.7642642642642643,0.653,0.7018970189701897,34,0.598
37,0.4828558867937094,0.7666666666666667,0.601,0.7127371273712737,34,0.598
38,0.4710355852235545,0.7744744744744745,0.622,0.7073170731707317,34,0.598
39,0.47060364773860563,0.7711711711711712,0.606,0.7208672086720868,34,0.598
40,0.4629641520547437,0.7756756756756756,0.605,0.7371273712737128,34,0.598
41,0.4619880874235709,0.7792792792792793,0.612,0.7208672086720868,34,0.598
42,0.45810519136913547,0.7816816816816817,0.618,0.7317073170731707,34,0.598
43,0.46028807802243277,0.7756756756756756,0.618,0.7398373983739838,34,0.598
44,0.45626165713812855,0.7816816816816817,0.627,0.7317073170731707,34,0.598
45,0.4514080464392453,0.7822822822822822,0.627,0.7425474254742548,34,0.598
46,0.45075606392310547,0.7855855855855856,0.605,0.7371273712737128,34,0.598
47,0.45188813248912135,0.787987987987988,0.609,0.7127371273712737,34,0.598
48,0.45469308574278433,0.7834834834834835,0.604,0.7181571815718157,34,0.598
49,0.45651623898440297,0.784984984984985,0.62,0.7262872628726287,34,0.598
50,0.4376481466017686,0.7876876876876877,0.613,0.7371273712737128,34,0.598
51,0.4295594514311255,0.7936936936936937,0.626,0.7154471544715447,34,0.598
52,0.4225134822520408,0.7951951951951952,0.617,0.7262872628726287,34,0.598
53,0.416197676491272,0.8003003003003003,0.612,0.7398373983739838,34,0.598
54,0.41037661996152663,0.8039039039039039,0.612,0.7533875338753387,34,0.598
55,0.40520777951131715,0.8063063063063063,0.61,0.7588075880758808,34,0.598
56,0.40167635239817356,0.8093093093093093,0.613,0.7560975609756098,34,0.598
57,0.3994673608793869,0.8102102102102102,0.618,0.7506775067750677,34,0.598
58,0.39482883429070853,0.8126126126126126,0.619,0.7452574525745257,34,0.598
59,0.39157643927647184,0.8174174174174175,0.618,0.7506775067750677,34,0.598
60,0.3879928918482663,0.8183183183183184,0.618,0.7506775067750677,34,0.598
61,0.3849903478614382,0.8174174174174175,0.635,0.7317073170731707,34,0.598
62,0.38234586524623293,0.8228228228228228,0.623,0.7262872628726287,34,0.598
