Fold,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Accuracy
1,0,0.6922287919817591,0.5266272189349113,0.686547577381134,0.5789473684210527,0.5789473684210527
1,1,0.6808877541468694,0.6331360946745562,0.6697102189064026,0.6842105263157895,0.6842105263157895
1,2,0.661201701009062,0.6627218934911243,0.646593451499939,0.631578947368421,0.6842105263157895
1,3,0.6393468379974365,0.6686390532544378,0.6266362071037292,0.631578947368421,0.6842105263157895
1,4,0.6223408168942265,0.6686390532544378,0.6160585284233093,0.631578947368421,0.6842105263157895
1,5,0.6123000834820539,0.6686390532544378,0.6141321063041687,0.631578947368421,0.6842105263157895
1,6,0.605415312848853,0.6686390532544378,0.6086088418960571,0.631578947368421,0.6842105263157895
1,7,0.5993773369394111,0.6686390532544378,0.5974125862121582,0.631578947368421,0.6842105263157895
1,8,0.5911562192369495,0.6686390532544378,0.5754863619804382,0.631578947368421,0.6842105263157895
1,9,0.5820756536969066,0.6568047337278107,0.5592607855796814,0.6842105263157895,0.6842105263157895
1,10,0.5762067613517039,0.6804733727810651,0.5387404561042786,0.6842105263157895,0.6842105263157895
1,11,0.5580285043406064,0.6804733727810651,0.5215364694595337,0.7368421052631579,0.7368421052631579
1,12,0.5477848118226204,0.6863905325443787,0.5009869933128357,0.7368421052631579,0.7368421052631579
1,13,0.5387034694823993,0.7100591715976331,0.46873053908348083,0.8421052631578947,0.8421052631578947
1,14,0.5319274475235911,0.7633136094674556,0.4512181580066681,0.8947368421052632,0.8947368421052632
1,15,0.5232090248158697,0.7751479289940828,0.44798871874809265,0.8421052631578947,0.8947368421052632
1,16,0.48832783050085665,0.7869822485207101,0.38242173194885254,0.8421052631578947,0.8947368421052632
1,17,0.5071886668543844,0.7751479289940828,0.3958665430545807,0.8947368421052632,0.8947368421052632
1,18,0.4841783829694669,0.7751479289940828,0.3784523010253906,0.8947368421052632,0.8947368421052632
1,19,0.48236472754788823,0.8047337278106509,0.354169636964798,0.8947368421052632,0.8947368421052632
