Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy,Best Epoch,Best Accuracy
0,0.6872709677638119,0.5591397849462365,0.732,0.43333333333333335,0,0.732
1,0.6676048121571968,0.6057347670250897,0.719,0.5,1,0.719
2,0.659342997817583,0.6057347670250897,0.715,0.5,2,0.715
3,0.6512123310010492,0.6129032258064516,0.701,0.5666666666666667,3,0.701
4,0.647965149212909,0.6021505376344086,0.711,0.5666666666666667,3,0.701
5,0.6432105388265357,0.6272401433691757,0.753,0.5333333333333333,3,0.701
6,0.629968193269545,0.6523297491039427,0.701,0.6333333333333333,3,0.701
7,0.6181278300328067,0.6630824372759857,0.674,0.7,7,0.674
8,0.6153540674289922,0.6451612903225806,0.679,0.6,7,0.674
9,0.6028250042469271,0.6702508960573477,0.702,0.6333333333333333,7,0.674
10,0.5919451774448476,0.6774193548387096,0.715,0.6333333333333333,7,0.674
11,0.5846159436796728,0.6881720430107527,0.718,0.6666666666666666,7,0.674
12,0.5743727622066347,0.6989247311827957,0.713,0.6666666666666666,7,0.674
13,0.5644873798320797,0.6953405017921147,0.701,0.6,7,0.674
14,0.5591412592532387,0.7132616487455197,0.719,0.6333333333333333,7,0.674
15,0.548054510013177,0.7204301075268817,0.731,0.6333333333333333,7,0.674
16,0.5443818960138547,0.7168458781362007,0.717,0.5666666666666667,7,0.674
17,0.5508126316318375,0.6989247311827957,0.697,0.7,7,0.674
18,0.564239008559121,0.6989247311827957,0.695,0.6666666666666666,7,0.674
19,0.5593049388418916,0.6953405017921147,0.79,0.5333333333333333,7,0.674
20,0.5337036581022337,0.7275985663082437,0.75,0.6333333333333333,7,0.674
21,0.5282447573104639,0.7096774193548387,0.733,0.5666666666666667,7,0.674
22,0.530894581241847,0.7204301075268817,0.75,0.6333333333333333,7,0.674
23,0.5135112944256021,0.7383512544802867,0.77,0.6333333333333333,7,0.674
24,0.506513537471867,0.7598566308243727,0.741,0.6,7,0.674
25,0.5196125760514249,0.7419354838709677,0.701,0.6,7,0.674
26,0.5156788564283789,0.7491039426523297,0.775,0.6,7,0.674
27,0.5093700417908289,0.7670250896057348,0.775,0.5666666666666667,7,0.674
28,0.4933054420469482,0.7634408602150538,0.765,0.6,7,0.674
29,0.48452824493035623,0.7706093189964157,0.736,0.6666666666666666,7,0.674
