Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Epoch,Best Accuracy
0,0.6924634666772218,0.5342342342342342,0.677,0.5609756097560976,0,0.677
1,0.6752257146634855,0.5696696696696697,0.749,0.4986449864498645,0,0.677
2,0.6594482747463135,0.596996996996997,0.657,0.5907859078590786,2,0.657
3,0.6555960386544019,0.5972972972972973,0.743,0.5013550135501355,2,0.657
4,0.6658611768358821,0.5864864864864865,0.61,0.6639566395663956,4,0.61
5,0.6308896636998689,0.6339339339339339,0.749,0.5067750677506775,4,0.61
6,0.6380770116059987,0.6291291291291291,0.653,0.6016260162601627,4,0.61
7,0.6134964610542263,0.6516516516516516,0.752,0.5257452574525745,4,0.61
8,0.6113995330827731,0.6603603603603604,0.68,0.5907859078590786,4,0.61
9,0.6013078057372176,0.6681681681681682,0.692,0.5799457994579946,4,0.61
10,0.5939954289802918,0.6654654654654655,0.651,0.6612466124661247,4,0.61
11,0.5884841017357938,0.6774774774774774,0.601,0.7018970189701897,11,0.601
12,0.5809125739890891,0.6765765765765765,0.581,0.6991869918699187,12,0.581
13,0.5759053505218781,0.6822822822822823,0.572,0.7046070460704607,13,0.572
14,0.5700256612207797,0.6876876876876877,0.579,0.6991869918699187,13,0.572
15,0.5813301542678753,0.6732732732732732,0.59,0.6802168021680217,13,0.572
16,0.5666218173575472,0.6894894894894895,0.58,0.6964769647696477,13,0.572
17,0.5589722929953097,0.6954954954954955,0.58,0.7046070460704607,13,0.572
18,0.5578908368094906,0.6987987987987988,0.572,0.7046070460704607,13,0.572
19,0.5619627250744416,0.6942942942942943,0.602,0.6991869918699187,13,0.572
20,0.5504325176681484,0.7036036036036036,0.583,0.7018970189701897,13,0.572
21,0.5547709934704297,0.7006006006006006,0.586,0.6937669376693767,13,0.572
22,0.5487348826797875,0.7063063063063063,0.569,0.7100271002710027,22,0.569
23,0.5414491418245676,0.7135135135135136,0.582,0.7100271002710027,22,0.569
24,0.5399942304100003,0.7174174174174174,0.576,0.6991869918699187,22,0.569
25,0.5371309075985585,0.7144144144144144,0.562,0.7235772357723578,25,0.562
26,0.5370566133085314,0.7192192192192193,0.573,0.7235772357723578,25,0.562
27,0.5331817123267028,0.7207207207207207,0.57,0.6964769647696477,25,0.562
28,0.532914212802509,0.7213213213213213,0.566,0.7073170731707317,25,0.562
29,0.5389943858524701,0.7183183183183183,0.573,0.7371273712737128,25,0.562
30,0.5261718393267096,0.7294294294294295,0.555,0.7262872628726287,30,0.555
31,0.5240991691748301,0.7294294294294295,0.538,0.7344173441734417,31,0.538
32,0.5138831163311863,0.7372372372372372,0.551,0.7208672086720868,31,0.538
33,0.5215706401401096,0.7273273273273273,0.546,0.7425474254742548,31,0.538
34,0.5168345150109884,0.7348348348348348,0.522,0.7371273712737128,34,0.522
35,0.5182160158415099,0.7282282282282282,0.563,0.7289972899728997,34,0.522
36,0.5187832663725088,0.7321321321321321,0.555,0.7425474254742548,34,0.522
37,0.5095039139280806,0.7408408408408408,0.54,0.7425474254742548,34,0.522
38,0.5179112163749902,0.7345345345345345,0.532,0.7398373983739838,34,0.522
39,0.5118183033065395,0.7405405405405405,0.515,0.7560975609756098,39,0.515
40,0.4997292252632233,0.7471471471471471,0.574,0.7100271002710027,39,0.515
41,0.5156854317352937,0.7405405405405405,0.543,0.7235772357723578,39,0.515
42,0.4915326626272173,0.7492492492492493,0.524,0.7425474254742548,39,0.515
43,0.4866625112993223,0.7555555555555555,0.567,0.7317073170731707,39,0.515
44,0.49413314966468125,0.7477477477477478,0.516,0.7452574525745257,39,0.515
45,0.4879753825542805,0.7570570570570571,0.515,0.7452574525745257,39,0.515
46,0.4837583110497162,0.7522522522522522,0.524,0.7398373983739838,39,0.515
47,0.4866315786902969,0.7585585585585586,0.64,0.6802168021680217,39,0.515
48,0.49668172469010224,0.7510510510510511,0.573,0.7208672086720868,39,0.515
49,0.49014038910736907,0.7522522522522522,0.532,0.7425474254742548,39,0.515
50,0.46667196517950066,0.7651651651651652,0.516,0.7452574525745257,39,0.515
51,0.4630350511532288,0.7738738738738739,0.519,0.7452574525745257,39,0.515
52,0.4853294506982282,0.7543543543543544,0.531,0.7452574525745257,39,0.515
53,0.45002269250852567,0.7834834834834835,0.512,0.7533875338753387,53,0.512
54,0.4418662406839766,0.7855855855855856,0.505,0.7425474254742548,54,0.505
55,0.43743086822398075,0.7924924924924925,0.515,0.7371273712737128,54,0.505
56,0.4350079745143741,0.7918918918918919,0.531,0.7344173441734417,54,0.505
57,0.43025123792904635,0.7918918918918919,0.53,0.7371273712737128,54,0.505
58,0.4295077580768425,0.7900900900900901,0.536,0.7452574525745257,54,0.505
59,0.4289421321214498,0.7897897897897898,0.56,0.7479674796747967,54,0.505
60,0.4491219034334561,0.7756756756756756,0.51,0.7506775067750677,54,0.505
61,0.43512830219648263,0.7888888888888889,0.531,0.7533875338753387,54,0.505
62,0.414361002191051,0.7981981981981981,0.552,0.7452574525745257,54,0.505
63,0.405987462732527,0.8051051051051051,0.585,0.7317073170731707,54,0.505
64,0.4069102941064147,0.8018018018018018,0.557,0.7479674796747967,54,0.505
65,0.40393210687526354,0.8084084084084084,0.584,0.7398373983739838,54,0.505
66,0.4063947728670037,0.8006006006006006,0.553,0.7479674796747967,54,0.505
67,0.4015746225823869,0.8054054054054054,0.542,0.7398373983739838,54,0.505
68,0.3924656852766558,0.8156156156156156,0.573,0.7371273712737128,54,0.505
69,0.3947713768473259,0.8111111111111111,0.556,0.7669376693766937,54,0.505
70,0.41826695931387375,0.809009009009009,0.542,0.7533875338753387,54,0.505
71,0.4088328736277672,0.8105105105105105,0.519,0.7506775067750677,54,0.505
72,0.3951904565185398,0.8096096096096096,0.546,0.7425474254742548,54,0.505
