Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Epoch,Best Accuracy
0,0.709915168006141,0.4993993993993994,0.724,0.4986449864498645,0,0.724
1,0.707569080358511,0.4975975975975976,0.709,0.4986449864498645,1,0.709
2,0.7012001791515866,0.5009009009009009,0.7,0.4986449864498645,2,0.7
3,0.6978758689519521,0.4846846846846847,0.693,0.4986449864498645,3,0.693
4,0.6948515115915476,0.4945945945945946,0.693,0.4986449864498645,3,0.693
5,0.6939152193499041,0.4966966966966967,0.693,0.5040650406504065,3,0.693
6,0.6933471747346827,0.5,0.693,0.4986449864498645,3,0.693
7,0.6933161276596802,0.5,0.693,0.5013550135501355,3,0.693
8,0.6933084995896966,0.5,0.693,0.5040650406504065,3,0.693
9,0.6933229298204989,0.4966966966966967,0.693,0.5040650406504065,3,0.693
10,0.6933480702004992,0.5006006006006006,0.693,0.5040650406504065,3,0.693
11,0.6965967597188176,0.4927927927927928,0.708,0.4986449864498645,3,0.693
12,0.6972839323965995,0.4888888888888889,0.693,0.5013550135501355,3,0.693
13,0.6933777485523854,0.5024024024024024,0.693,0.4986449864498645,3,0.693
14,0.6933137874345522,0.4996996996996997,0.693,0.4986449864498645,3,0.693
15,0.6932932805728625,0.4996996996996997,0.693,0.4986449864498645,3,0.693
16,0.6932784543739067,0.4996996996996997,0.693,0.4986449864498645,3,0.693
17,0.6932631753228449,0.4996996996996997,0.693,0.4986449864498645,3,0.693
18,0.6932547691706065,0.4996996996996997,0.693,0.4986449864498645,3,0.693
19,0.6932550214074396,0.4996996996996997,0.693,0.4986449864498645,3,0.693
20,0.693239758215151,0.4996996996996997,0.693,0.4986449864498645,3,0.693
21,0.6932257422455796,0.4996996996996997,0.693,0.4986449864498645,3,0.693
22,0.6932088921377967,0.4993993993993994,0.693,0.4986449864498645,3,0.693
23,0.6932167651417019,0.4996996996996997,0.693,0.4986449864498645,3,0.693
24,0.6930906068813335,0.4993993993993994,0.693,0.4986449864498645,3,0.693
25,0.6930750418711711,0.4996996996996997,0.693,0.5013550135501355,3,0.693
26,0.6935401970917756,0.5009009009009009,0.693,0.5040650406504065,3,0.693
27,0.6929448423084912,0.5045045045045045,0.693,0.5040650406504065,3,0.693
28,0.693262189394003,0.5024024024024024,0.693,0.5067750677506775,3,0.693
29,0.6936549246848166,0.5042042042042042,0.693,0.5040650406504065,3,0.693
30,0.6936645418674022,0.503003003003003,0.693,0.5230352303523035,3,0.693
31,0.6931094243361785,0.5114114114114114,0.693,0.5203252032520326,3,0.693
32,0.6926314429119901,0.5177177177177177,0.692,0.5149051490514905,32,0.692
33,0.6927873887099303,0.5192192192192192,0.692,0.5230352303523035,32,0.692
34,0.6927600678738889,0.5165165165165165,0.692,0.5257452574525745,32,0.692
35,0.6926632092163727,0.5231231231231231,0.693,0.5149051490514905,32,0.692
36,0.6936712262150762,0.4978978978978979,0.692,0.5230352303523035,32,0.692
37,0.6936398152474527,0.5138138138138139,0.692,0.5284552845528455,32,0.692
38,0.6925100522356349,0.5165165165165165,0.692,0.5094850948509485,32,0.692
39,0.6924757675365643,0.5228228228228228,0.692,0.5284552845528455,32,0.692
40,0.6922853469132662,0.5228228228228228,0.692,0.5203252032520326,32,0.692
41,0.6925976583907554,0.518918918918919,0.692,0.5230352303523035,32,0.692
42,0.6927187752079319,0.5201201201201201,0.692,0.5284552845528455,32,0.692
43,0.6927284769825749,0.5234234234234234,0.693,0.5176151761517616,32,0.692
44,0.6927261646087464,0.5177177177177177,0.692,0.5311653116531165,32,0.692
45,0.6923831278855378,0.5216216216216216,0.692,0.5176151761517616,32,0.692
46,0.6923861332483836,0.5204204204204205,0.693,0.5176151761517616,32,0.692
47,0.6924713164478451,0.5162162162162162,0.692,0.5094850948509485,32,0.692
48,0.6927355483845548,0.5231231231231231,0.692,0.5121951219512195,32,0.692
49,0.692252425209538,0.5195195195195195,0.692,0.5257452574525745,32,0.692
50,0.6916449547529937,0.5213213213213214,0.692,0.5203252032520326,32,0.692
51,0.6913000162657317,0.5276276276276276,0.692,0.5257452574525745,32,0.692
52,0.6912616411486904,0.5258258258258258,0.692,0.5284552845528455,32,0.692
53,0.6912189799386101,0.5282282282282282,0.692,0.5257452574525745,32,0.692
