Fold,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Accuracy
1,0,0.7211751807370835,0.3136094674556213,0.704746425151825,0.3684210526315789,0.3684210526315789
1,1,0.71198863813863,0.3136094674556213,0.6902968883514404,0.5263157894736842,0.5263157894736842
1,2,0.6991432199816732,0.42011834319526625,0.6714964509010315,0.7368421052631579,0.7368421052631579
1,3,0.676256609386241,0.6568047337278107,0.6528191566467285,0.631578947368421,0.7368421052631579
1,4,0.6554458247133966,0.6686390532544378,0.6404642462730408,0.631578947368421,0.7368421052631579
1,5,0.6402823240799311,0.6686390532544378,0.6313313841819763,0.631578947368421,0.7368421052631579
1,6,0.6328097927499805,0.6686390532544378,0.6199284195899963,0.631578947368421,0.7368421052631579
1,7,0.6184107315610852,0.6686390532544378,0.6072686910629272,0.631578947368421,0.7368421052631579
1,8,0.6095365578606284,0.6686390532544378,0.5898928642272949,0.631578947368421,0.7368421052631579
1,9,0.5969654632037913,0.6863905325443787,0.5677185654640198,0.631578947368421,0.7368421052631579
1,10,0.5813011564093934,0.7041420118343196,0.5436548590660095,0.8421052631578947,0.8421052631578947
1,11,0.5776660191942249,0.7455621301775148,0.5260481834411621,0.7894736842105263,0.8421052631578947
1,12,0.5608491864077438,0.7455621301775148,0.5048229694366455,0.8421052631578947,0.8421052631578947
1,13,0.5384235311542037,0.7514792899408284,0.47912636399269104,0.8421052631578947,0.8421052631578947
1,14,0.5320582749575553,0.7455621301775148,0.4589603841304779,0.8421052631578947,0.8421052631578947
1,15,0.5221387026225321,0.7692307692307693,0.45051026344299316,0.8421052631578947,0.8421052631578947
1,16,0.5203817255750915,0.757396449704142,0.4208204448223114,0.8421052631578947,0.8421052631578947
1,17,0.5075254524953267,0.7988165680473372,0.41714397072792053,0.8947368421052632,0.8947368421052632
1,18,0.4957785830342558,0.7692307692307693,0.38884925842285156,0.8421052631578947,0.8947368421052632
1,19,0.49437369132888387,0.7810650887573964,0.36176371574401855,0.8947368421052632,0.8947368421052632
1,20,0.4837468167733864,0.7928994082840237,0.3821047842502594,0.8947368421052632,0.8947368421052632
1,21,0.4564298863947039,0.8047337278106509,0.33720144629478455,0.8947368421052632,0.8947368421052632
1,22,0.46467174686623747,0.8165680473372781,0.3378099501132965,0.8947368421052632,0.8947368421052632
1,23,0.4559817601590467,0.7869822485207101,0.3768753111362457,0.8947368421052632,0.8947368421052632
1,24,0.4367537265698585,0.8106508875739645,0.3143160045146942,0.9473684210526315,0.9473684210526315
1,25,0.4528738456012229,0.8106508875739645,0.297568678855896,0.8947368421052632,0.9473684210526315
1,26,0.4482256445658983,0.8106508875739645,0.2954462766647339,0.8947368421052632,0.9473684210526315
1,27,0.47242882653806334,0.7692307692307693,0.2748410403728485,0.9473684210526315,0.9473684210526315
1,28,0.43612062507832544,0.8224852071005917,0.29776591062545776,0.8947368421052632,0.9473684210526315
1,29,0.42071322082767826,0.8402366863905325,0.2949468195438385,0.9473684210526315,0.9473684210526315
1,30,0.41052839389214146,0.8284023668639053,0.26264575123786926,0.9473684210526315,0.9473684210526315
1,31,0.45199956255551627,0.7928994082840237,0.28823792934417725,0.8947368421052632,0.9473684210526315
1,32,0.43221136627818,0.8106508875739645,0.42501384019851685,0.8421052631578947,0.9473684210526315
1,33,0.5125206550197489,0.7633136094674556,0.31552577018737793,0.8947368421052632,0.9473684210526315
1,34,0.44001730236076037,0.8106508875739645,0.27519404888153076,0.8947368421052632,0.9473684210526315
1,35,0.4225938842141417,0.8284023668639053,0.2559667229652405,0.9473684210526315,0.9473684210526315
1,36,0.4554387974668537,0.7751479289940828,0.25847774744033813,0.8947368421052632,0.9473684210526315
1,37,0.44360945298826904,0.8106508875739645,0.32142966985702515,0.8947368421052632,0.9473684210526315
1,38,0.4456203576375747,0.8106508875739645,0.27473586797714233,0.8947368421052632,0.9473684210526315
1,39,0.4304548658915525,0.8047337278106509,0.3172477185726166,0.8947368421052632,0.9473684210526315
1,40,0.5067735469552892,0.7633136094674556,0.26217424869537354,0.8947368421052632,0.9473684210526315
1,41,0.45291228654116567,0.8106508875739645,0.2719894051551819,0.8947368421052632,0.9473684210526315
1,42,0.42111128110152024,0.8284023668639053,0.2704983651638031,0.9473684210526315,0.9473684210526315
1,43,0.4782217919121127,0.7751479289940828,0.2558347284793854,0.9473684210526315,0.9473684210526315
1,44,0.4262264169884857,0.8284023668639053,0.2682075798511505,0.8947368421052632,0.9473684210526315
1,45,0.42571833500495326,0.8284023668639053,0.2555333077907562,0.8947368421052632,0.9473684210526315
1,46,0.5009213596053378,0.7514792899408284,0.25287866592407227,0.9473684210526315,0.9473684210526315
1,47,0.4451104578887217,0.8047337278106509,0.2661518454551697,0.8947368421052632,0.9473684210526315
