Fold,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Epoch,Best Accuracy
1,0,0.6858715294934005,0.5683453237410072,0.7016055583953857,0.53125,9999,0
1,1,0.6826928313687551,0.5683453237410072,0.6968005895614624,0.53125,9999,0
1,2,0.6802186811570641,0.579136690647482,0.6906998157501221,0.53125,9999,0
1,3,0.6850153006238046,0.579136690647482,0.6861029267311096,0.5625,9999,0
1,4,0.6834988203837717,0.5683453237410072,0.6831778883934021,0.5625,9999,0
1,5,0.6812519979991501,0.5863309352517986,0.6824056506156921,0.5625,9999,0
1,6,0.6776798770582075,0.5899280575539568,0.6882435083389282,0.5625,9999,0
1,7,0.6740967172512905,0.5863309352517986,0.6992157101631165,0.53125,9999,0
1,8,0.6738504077033173,0.5863309352517986,0.7053765654563904,0.53125,9999,0
1,9,0.6748632951606092,0.5899280575539568,0.6952275037765503,0.5625,9999,0
1,10,0.6728803704110838,0.5863309352517986,0.6744233965873718,0.5625,9999,0
1,11,0.6701243022362963,0.5935251798561151,0.6671046614646912,0.625,9999,0
1,12,0.6693099702862527,0.6079136690647482,0.6650205850601196,0.59375,9999,0
1,13,0.665882969074112,0.5971223021582733,0.669541597366333,0.5625,9999,0
1,14,0.6633727584811423,0.5935251798561151,0.6682154536247253,0.5625,9999,0
1,15,0.660948654730543,0.6187050359712231,0.660983145236969,0.5625,9999,0
1,16,0.6609067153587616,0.5971223021582733,0.6608635783195496,0.5625,9999,0
1,17,0.6548992202436323,0.6187050359712231,0.6664655804634094,0.5625,9999,0
1,18,0.6520412602870584,0.6187050359712231,0.674751341342926,0.5625,9999,0
1,19,0.6545699238777161,0.6115107913669064,0.6776434779167175,0.5625,9999,0
1,20,0.6508864816144216,0.6079136690647482,0.6608222126960754,0.5625,9999,0
1,21,0.6500428383298915,0.6079136690647482,0.6506166458129883,0.6875,9999,0
1,22,0.6514454072327922,0.5935251798561151,0.6501137614250183,0.625,9999,0
1,23,0.6435556437471788,0.6079136690647482,0.6582598686218262,0.5625,9999,0
1,24,0.6474410222588683,0.6151079136690647,0.6456122994422913,0.65625,9999,0
1,25,0.6506619050348406,0.6115107913669064,0.6426658630371094,0.65625,9999,0
1,26,0.6513900881190952,0.579136690647482,0.6412926316261292,0.65625,9999,0
1,27,0.6448292912339135,0.6079136690647482,0.6577064394950867,0.59375,9999,0
1,28,0.6432556124042264,0.6187050359712231,0.6483126878738403,0.59375,9999,0
1,29,0.6491387332086083,0.6007194244604317,0.6365931630134583,0.65625,9999,0
1,30,0.6400835385425485,0.6007194244604317,0.6445218920707703,0.59375,9999,0
1,31,0.6474816516148958,0.6007194244604317,0.650451123714447,0.59375,9999,0
1,32,0.6350873888825341,0.6366906474820144,0.6344138383865356,0.6875,9999,0
1,33,0.6382349365049129,0.6618705035971223,0.6338667869567871,0.71875,9999,0
1,34,0.6411960853947153,0.6258992805755396,0.6427444815635681,0.59375,9999,0
1,35,0.6297050242801364,0.6294964028776978,0.6447944045066833,0.59375,9999,0
1,36,0.6288458473390812,0.6330935251798561,0.6320794820785522,0.625,9999,0
1,37,0.6303748166818413,0.6223021582733813,0.6302012801170349,0.59375,9999,0
1,38,0.6341124610077563,0.6258992805755396,0.6315730810165405,0.6875,9999,0
1,39,0.6237870317568882,0.658273381294964,0.6335629224777222,0.65625,9999,0
1,40,0.633696671870115,0.6187050359712231,0.6341286897659302,0.625,9999,0
1,41,0.6290568885185736,0.6330935251798561,0.6309014558792114,0.59375,9999,0
1,42,0.6353898069841398,0.6294964028776978,0.6299402713775635,0.625,9999,0
1,43,0.6325127739700482,0.6438848920863309,0.6335131525993347,0.65625,9999,0
1,44,0.6217117935633488,0.6330935251798561,0.648140549659729,0.59375,9999,0
1,45,0.6329813959787218,0.6151079136690647,0.6360889673233032,0.625,9999,0
1,46,0.6263960741406722,0.6258992805755396,0.6281254887580872,0.65625,9999,0
1,47,0.6250715993291183,0.6402877697841727,0.6310625672340393,0.625,9999,0
1,48,0.6170151996955597,0.658273381294964,0.6294992566108704,0.625,9999,0
1,49,0.6213945604914384,0.6474820143884892,0.6291202902793884,0.59375,9999,0
1,50,0.6137562424158879,0.6546762589928058,0.6381494402885437,0.5625,9999,0
1,51,0.6180920819584415,0.6366906474820144,0.6218112111091614,0.625,9999,0
1,52,0.6194464071191472,0.6330935251798561,0.6205106973648071,0.625,9999,0
1,53,0.6229299684222653,0.6762589928057554,0.6396746635437012,0.625,9999,0
1,54,0.618437099371025,0.6618705035971223,0.6669932007789612,0.59375,9999,0
1,55,0.6385563346121809,0.6330935251798561,0.6387898325920105,0.59375,9999,0
1,56,0.6139305324005566,0.6438848920863309,0.6296505928039551,0.625,9999,0
1,57,0.6141569361412268,0.6402877697841727,0.628657341003418,0.59375,9999,0
1,58,0.6185642999710796,0.6438848920863309,0.6366910338401794,0.5625,9999,0
1,59,0.6185070323429519,0.6546762589928058,0.6355894804000854,0.5625,9999,0
1,60,0.6149421016946971,0.6546762589928058,0.6261340379714966,0.65625,9999,0
1,61,0.6083195037979017,0.6762589928057554,0.6381816267967224,0.5625,9999,0
1,62,0.6180400239477912,0.6366906474820144,0.6560533046722412,0.5625,9999,0
1,63,0.618151544238166,0.6402877697841727,0.6438615918159485,0.5625,9999,0
1,64,0.6092709483002587,0.658273381294964,0.6282066702842712,0.5625,9999,0
1,65,0.6191413775622416,0.6258992805755396,0.626240611076355,0.5625,9999,0
1,66,0.6096896837941177,0.6654676258992805,0.63689124584198,0.59375,9999,0
1,67,0.6117930433733,0.6438848920863309,0.6518975496292114,0.5625,9999,0
1,68,0.6170910849845667,0.6330935251798561,0.6329837441444397,0.625,9999,0
1,69,0.607123210704584,0.6546762589928058,0.6245349645614624,0.65625,9999,0
1,70,0.5982221000486141,0.6834532374100719,0.6264872550964355,0.65625,9999,0
1,71,0.6084818784281504,0.658273381294964,0.6275590062141418,0.625,9999,0
1,72,0.6058801176736681,0.6798561151079137,0.6277047395706177,0.65625,9999,0
1,73,0.6014017111105885,0.6726618705035972,0.6257543563842773,0.65625,9999,0
1,74,0.6013906280771434,0.6402877697841727,0.6253457069396973,0.625,9999,0
1,75,0.5956669025283923,0.6906474820143885,0.6292043924331665,0.65625,9999,0
1,76,0.6000851877301717,0.6618705035971223,0.6351047158241272,0.625,9999,0
1,77,0.6009408124059225,0.6151079136690647,0.6280968189239502,0.625,9999,0
1,78,0.5968968722460081,0.6690647482014388,0.6239996552467346,0.59375,9999,0
1,79,0.5944441638404517,0.6654676258992805,0.6301680207252502,0.625,9999,0
1,80,0.5992567020354511,0.6618705035971223,0.6333827376365662,0.625,9999,0
1,81,0.5933633073628377,0.6402877697841727,0.6261151432991028,0.59375,9999,0
1,82,0.6081271778336532,0.6330935251798561,0.6229763031005859,0.625,9999,0
1,83,0.6030414936353834,0.6438848920863309,0.6226334571838379,0.6875,9999,0
1,84,0.5968221331671845,0.6402877697841727,0.6213304996490479,0.625,9999,0
1,85,0.5842409665636021,0.6834532374100719,0.6271134614944458,0.53125,9999,0
1,86,0.5998558226249201,0.6258992805755396,0.6292940974235535,0.5,9999,0
1,87,0.5923922572204535,0.6726618705035972,0.6247251033782959,0.59375,9999,0
1,88,0.588382824719381,0.6654676258992805,0.6306621432304382,0.65625,9999,0
1,89,0.5903715173975169,0.6690647482014388,0.6276436448097229,0.625,9999,0
1,90,0.5908856331873283,0.658273381294964,0.6283431649208069,0.625,9999,0
1,91,0.5857256286435848,0.6942446043165468,0.6241519451141357,0.625,9999,0
1,92,0.5883990959297839,0.6654676258992805,0.6196399331092834,0.625,9999,0
1,93,0.5803160710300473,0.7050359712230215,0.6154031753540039,0.5625,9999,0
1,94,0.5885565829791611,0.6366906474820144,0.6191439628601074,0.5625,9999,0
1,95,0.5913464101098425,0.6798561151079137,0.6115331053733826,0.625,9999,0
1,96,0.5752111947793754,0.6762589928057554,0.6214466094970703,0.59375,9999,0
1,97,0.5959742043515761,0.6690647482014388,0.6174967288970947,0.59375,9999,0
1,98,0.5870946671465318,0.6510791366906474,0.6063855886459351,0.59375,9999,0
1,99,0.5763287089711471,0.6906474820143885,0.6066516041755676,0.5625,9999,0
1,100,0.580976124290082,0.697841726618705,0.6062800884246826,0.625,9999,0
1,101,0.5898027454348777,0.6654676258992805,0.6117424368858337,0.65625,9999,0
1,102,0.5802301378558865,0.6834532374100719,0.615879237651825,0.625,9999,0
1,103,0.5789309997352765,0.6546762589928058,0.6190592050552368,0.5625,9999,0
1,104,0.5745787363258197,0.6762589928057554,0.616219699382782,0.59375,9999,0
1,105,0.575166553473301,0.6510791366906474,0.6111575961112976,0.59375,9999,0
1,106,0.5693680669763963,0.6906474820143885,0.6038028597831726,0.59375,9999,0
1,107,0.5664706749024151,0.6870503597122302,0.602644145488739,0.65625,9999,0
1,108,0.5731584185318981,0.6798561151079137,0.609686017036438,0.625,9999,0
1,109,0.5753414386467968,0.6906474820143885,0.6130670309066772,0.59375,9999,0
1,110,0.5800527034045981,0.6654676258992805,0.6165427565574646,0.59375,9999,0
1,111,0.571845849212125,0.6726618705035972,0.6180351376533508,0.59375,9999,0
1,112,0.5700432838295861,0.6870503597122302,0.618736982345581,0.5625,9999,0
1,113,0.5699642086200577,0.6798561151079137,0.6200230717658997,0.625,9999,0
1,114,0.5711257805069574,0.6726618705035972,0.6197183728218079,0.625,9999,0
