Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Epoch,Best Accuracy
0,0.7102124357366705,0.5072072072072072,0.731,0.4986449864498645,0,0.731
1,0.7053644084715628,0.4954954954954955,0.706,0.4986449864498645,1,0.706
2,0.6987268511597459,0.4978978978978979,0.695,0.4986449864498645,2,0.695
3,0.6970801812392455,0.4933933933933934,0.692,0.4986449864498645,3,0.692
4,0.6949081965036936,0.5108108108108108,0.692,0.4986449864498645,3,0.692
5,0.6941245845130256,0.5078078078078078,0.698,0.5013550135501355,3,0.692
6,0.6945955862154116,0.4906906906906907,0.698,0.4986449864498645,3,0.692
7,0.697224895374195,0.4981981981981982,0.692,0.4986449864498645,3,0.692
8,0.6938855484799222,0.5087087087087087,0.692,0.4986449864498645,3,0.692
9,0.6941713952087425,0.5006006006006006,0.693,0.4986449864498645,3,0.692
10,0.6947251701498175,0.5174174174174174,0.692,0.4986449864498645,3,0.692
11,0.6932656553414491,0.512012012012012,0.692,0.4986449864498645,3,0.692
12,0.6939984779816132,0.5081081081081081,0.692,0.46612466124661245,3,0.692
13,0.6931246132464022,0.5156156156156156,0.692,0.5013550135501355,3,0.692
14,0.6929597326227137,0.5216216216216216,0.691,0.5040650406504065,14,0.691
15,0.6933716927920733,0.5144144144144144,0.691,0.4986449864498645,14,0.691
16,0.6934474150697748,0.5093093093093093,0.703,0.4986449864498645,14,0.691
17,0.6976957838814538,0.49099099099099097,0.692,0.4986449864498645,14,0.691
18,0.6937052047646439,0.5042042042042042,0.692,0.4986449864498645,14,0.691
19,0.6937060222253427,0.5039039039039039,0.692,0.5826558265582655,14,0.691
20,0.6929922132520704,0.5105105105105106,0.692,0.4986449864498645,14,0.691
21,0.6929851405255429,0.5108108108108108,0.692,0.4986449864498645,14,0.691
22,0.6931735533493775,0.5180180180180181,0.691,0.4959349593495935,14,0.691
23,0.6926775375644008,0.5246246246246247,0.691,0.4986449864498645,14,0.691
24,0.6928901294688204,0.5228228228228228,0.691,0.5013550135501355,14,0.691
25,0.6935975270586329,0.5174174174174174,0.691,0.5040650406504065,14,0.691
26,0.6915256323399128,0.5264264264264265,0.701,0.5013550135501355,14,0.691
27,0.6959110897582572,0.5096096096096097,0.902,0.4986449864498645,14,0.691
28,0.703237727955655,0.5165165165165165,0.692,0.4986449864498645,14,0.691
29,0.6933505897407417,0.5027027027027027,0.692,0.4986449864498645,14,0.691
30,0.6933616041063189,0.5105105105105106,0.691,0.4986449864498645,14,0.691
31,0.6927021958448507,0.5132132132132132,0.69,0.5040650406504065,31,0.69
32,0.6935302568269563,0.5288288288288289,0.691,0.5067750677506775,31,0.69
33,0.6911546536394068,0.5312312312312313,0.692,0.5040650406504065,31,0.69
34,0.6957510929923874,0.5225225225225225,0.692,0.4959349593495935,31,0.69
35,0.6919359058231205,0.527927927927928,0.69,0.5040650406504065,31,0.69
36,0.6901685184902615,0.5408408408408408,0.693,0.5040650406504065,31,0.69
37,0.6914090055603165,0.551051051051051,0.689,0.5257452574525745,37,0.689
38,0.6875123105965577,0.5651651651651651,0.71,0.5284552845528455,37,0.689
39,0.6869018579030538,0.5570570570570571,0.727,0.5067750677506775,37,0.689
40,0.6893455432341979,0.5546546546546547,0.742,0.5067750677506775,37,0.689
41,0.6995238859016258,0.4978978978978979,0.695,0.4986449864498645,37,0.689
42,0.6953726173521162,0.4981981981981982,0.693,0.5067750677506775,37,0.689
43,0.689863831610293,0.5156156156156156,0.7,0.5040650406504065,37,0.689
44,0.6920539356208778,0.5435435435435435,0.703,0.4986449864498645,37,0.689
45,0.6879999482237898,0.5492492492492492,0.686,0.5582655826558266,45,0.686
46,0.6779388466396847,0.5798798798798799,0.712,0.5230352303523035,45,0.686
47,0.6837376699075327,0.5786786786786787,0.685,0.5772357723577236,47,0.685
48,0.6790096258615946,0.5834834834834834,0.678,0.5853658536585366,48,0.678
49,0.679732632279038,0.5831831831831832,0.685,0.5934959349593496,48,0.678
50,0.6750017839867074,0.5858858858858859,0.681,0.5934959349593496,48,0.678
51,0.6710185906550548,0.5957957957957958,0.682,0.5907859078590786,48,0.678
52,0.6711573523444099,0.5978978978978979,0.681,0.5907859078590786,48,0.678
53,0.6702548283356446,0.5966966966966967,0.679,0.5934959349593496,48,0.678
54,0.6681489168702661,0.6015015015015015,0.677,0.5989159891598916,54,0.677
55,0.6676026171034163,0.6003003003003003,0.677,0.5962059620596206,54,0.677
56,0.6675942902092461,0.5987987987987988,0.677,0.5989159891598916,54,0.677
57,0.666799076111825,0.596996996996997,0.675,0.5989159891598916,57,0.675
58,0.6668941453412488,0.5966966966966967,0.675,0.6016260162601627,57,0.675
59,0.6669989470247034,0.5978978978978979,0.674,0.5989159891598916,59,0.674
60,0.6665750817135647,0.5972972972972973,0.674,0.6097560975609756,59,0.674
61,0.6661344637383928,0.5981981981981982,0.672,0.6124661246612466,61,0.672
62,0.6657184459783652,0.6027027027027027,0.672,0.6124661246612466,61,0.672
63,0.665450703131186,0.5993993993993993,0.672,0.6097560975609756,61,0.672
64,0.6647292904309682,0.6003003003003003,0.672,0.6151761517615176,61,0.672
65,0.664027572859515,0.6006006006006006,0.67,0.6124661246612466,65,0.67
66,0.6629092326751342,0.6015015015015015,0.671,0.6178861788617886,65,0.67
67,0.6619517155595728,0.6027027027027027,0.67,0.6178861788617886,65,0.67
68,0.6614638457785139,0.603003003003003,0.67,0.6233062330623306,65,0.67
69,0.6609941648649382,0.606006006006006,0.671,0.6205962059620597,65,0.67
70,0.6605603116768617,0.606006006006006,0.67,0.6178861788617886,65,0.67
71,0.6602558792890371,0.6075075075075075,0.67,0.6233062330623306,65,0.67
72,0.6592216597663032,0.6081081081081081,0.67,0.6124661246612466,65,0.67
73,0.6583780698232107,0.609009009009009,0.67,0.6205962059620597,65,0.67
74,0.6574132191884267,0.6123123123123123,0.671,0.6205962059620597,65,0.67
75,0.6565131400082562,0.6141141141141141,0.671,0.6178861788617886,65,0.67
76,0.6568782835035353,0.6111111111111112,0.671,0.6097560975609756,65,0.67
77,0.654706164344295,0.6159159159159159,0.672,0.6151761517615176,65,0.67
78,0.6554782296802188,0.6144144144144145,0.671,0.6233062330623306,65,0.67
79,0.654768746035235,0.6147147147147147,0.67,0.6178861788617886,65,0.67
80,0.6529367515274712,0.6171171171171171,0.67,0.6205962059620597,65,0.67
81,0.6540472717972489,0.618018018018018,0.668,0.6178861788617886,81,0.668
82,0.6521310859972292,0.6153153153153154,0.673,0.6097560975609756,81,0.668
83,0.6531001212360623,0.6177177177177177,0.668,0.6178861788617886,81,0.668
84,0.6510464246924575,0.6204204204204204,0.672,0.6151761517615176,81,0.668
85,0.6521214896136218,0.6207207207207207,0.668,0.6178861788617886,81,0.668
86,0.6506390332638681,0.6216216216216216,0.673,0.6097560975609756,81,0.668
87,0.6510915797393959,0.6192192192192192,0.671,0.6097560975609756,81,0.668
88,0.6502445931191201,0.621021021021021,0.668,0.6205962059620597,81,0.668
89,0.6497195375037265,0.6228228228228229,0.671,0.6070460704607046,81,0.668
