Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Best Epoch,Best Accuracy
0,0.712701580689118,0.4993993993993994,0.731,0.4986449864498645,0,0.731
1,0.7070417496535155,0.4933933933933934,0.725,0.4986449864498645,1,0.725
2,0.7021218344255968,0.4993993993993994,0.705,0.4986449864498645,2,0.705
3,0.6975715156790014,0.5228228228228228,0.696,0.5013550135501355,3,0.696
4,0.6870832353740841,0.5465465465465466,0.694,0.5067750677506775,4,0.694
5,0.6782579224030892,0.5570570570570571,0.68,0.5257452574525745,5,0.68
6,0.675908808808427,0.575075075075075,0.691,0.5474254742547425,5,0.68
7,0.6739221915826425,0.5864864864864865,0.684,0.5582655826558266,5,0.68
8,0.6622623298261259,0.6033033033033033,0.684,0.5501355013550135,5,0.68
9,0.6646391706781702,0.5990990990990991,0.689,0.5067750677506775,5,0.68
10,0.6686962579821681,0.5783783783783784,0.672,0.5772357723577236,10,0.672
11,0.6566991576203355,0.6144144144144145,0.676,0.5718157181571816,10,0.672
12,0.6681121259838253,0.5891891891891892,0.676,0.5853658536585366,10,0.672
13,0.6513959795863062,0.6207207207207207,0.685,0.5365853658536586,10,0.672
14,0.6521628884581833,0.6216216216216216,0.67,0.5907859078590786,14,0.67
15,0.6453456362446507,0.6255255255255255,0.677,0.5582655826558266,14,0.67
16,0.6430419994188142,0.6339339339339339,0.682,0.5691056910569106,14,0.67
17,0.6442808408994932,0.6336336336336337,0.665,0.6016260162601627,17,0.665
18,0.6399201571404397,0.6381381381381381,0.655,0.6043360433604336,18,0.655
19,0.6338947319053673,0.6408408408408408,0.673,0.5826558265582655,18,0.655
20,0.6342649990731889,0.6438438438438439,0.656,0.6205962059620597,18,0.655
21,0.6242915216508929,0.6528528528528529,0.657,0.6016260162601627,18,0.655
22,0.6263606028513865,0.648048048048048,0.676,0.5718157181571816,18,0.655
23,0.6222942111728428,0.6522522522522523,0.672,0.5772357723577236,18,0.655
24,0.6474573329762295,0.6234234234234234,0.664,0.5962059620596206,18,0.655
25,0.6148552010546218,0.6651651651651652,0.644,0.6233062330623306,25,0.644
26,0.6136757397257888,0.6681681681681682,0.667,0.5853658536585366,25,0.644
27,0.6144201550755772,0.6642642642642642,0.652,0.6097560975609756,25,0.644
28,0.620179870321944,0.6570570570570571,0.628,0.6395663956639567,28,0.628
